name,calories,fats,proteins,carbohydrates
"Cabbage, Chinese, cooked, made with butter",31,2,2,2
"Cabbage, Chinese, cooked, made with oil",35,3,2,2
"Cabbage, Chinese, cooked, made with margarine",26,2,2,2
"Pork, cured, ham, patties, unheated",315,28,13,2
"Cabbage, Chinese, raw",13,0,2,2
Turkey salami,172,9,19,2
"Stewed goat, Puerto Rican style (Cabrito en fricase, chilindron de chivo)",260,18,22,2
Turkey with gravy (mixture),125,3,20,2
"SILK Unsweetened, soymilk",33,2,3,2
"Whale, beluga, liver, raw (Alaska Native)",117,4,18,2
"Cheese, mozzarella, whole milk",299,22,22,2
Steak tartare (raw ground beef and egg),197,14,16,2
Sloe gin fizz,66,0,0,2
"Cheese, mozzarella, whole milk, low moisture",318,25,22,2
Steak teriyaki with sauce (mixture),198,8,29,2
"Pork, cured, ham, separable fat, boneless, heated",507,52,9,2
"Cheese, low-sodium, cheddar or colby",398,33,24,2
"Pork, cured, ham, separable fat, boneless, unheated",515,53,8,2
"Salami, beef",261,22,13,2
"Salami, soft, cooked",336,26,22,2
Fish with tomato-based sauce (mixture),80,1,16,2
"Cheese, low fat, cheddar or colby",173,7,24,2
"Beans, mung, mature seeds, sprouted, canned, drained solids",12,0,1,2
"Butterbur, cooked, boiled, drained, with salt",8,0,0,2
"Butterbur, cooked, boiled, drained, without salt",8,0,0,2
"Crustaceans, spiny lobster, mixed species, raw",112,2,21,2
"Coffee, pre-lightened",14,1,0,2
"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",16,1,0,2
"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",15,0,0,2
"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",119,2,23,2
"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",14,0,0,2
"Cheese, pasteurized process, pimento",375,31,22,2
"Pickles, cucumber, dill, reduced sodium",12,0,0,2
"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",16,1,0,2
"Lamb, Australian, imported, fresh, seam fat, cooked",554,55,14,2
"Cheese, tilsit",340,26,24,2
"Coffee, decaffeinated, pre-lightened",14,1,0,2
"Cheese, roquefort",369,31,22,2
"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",14,0,2,2
"Alcoholic Beverage, wine, table, red, Cabernet Franc",83,0,0,2
"Pickles, cucumber, sour",11,0,0,2
"Alcoholic Beverage, wine, table, red, Pinot Noir",82,0,0,2
"Alcoholic Beverage, wine, table, red, Lemberger",80,0,0,2
"Chicken or turkey broth, with tomato, home recipe",48,4,1,2
"Cucumber, peeled, raw",10,0,1,2
"Gravy, beef or meat, home recipe",106,10,2,2
"Alcoholic Beverage, wine, table, red, Carignane",74,0,0,2
"Pickles, NS as to vegetable",12,0,0,2
"Alcoholic Beverage, wine, table, red, Gamay",78,0,0,2
"Cucumber, raw",12,0,1,2
"Pickles, cucumber, dill or kosher dill",12,0,0,2
"Chicken or turkey loaf, prepackaged or deli, luncheon meat",100,2,16,2
"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt",14,0,2,2
"Pickles, cucumber, sour, low sodium",11,0,0,2
"Cucumber pickles, dill",12,0,0,2
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",16,1,0,2
"Cucumber pickles, dill, reduced salt",11,0,0,2
"Cheese, provolone",351,27,26,2
"Cabbage, Kimchi (Kim Chee) style",15,0,1,2
"Cabbage, kimchi",15,0,1,2
"Cheese, pasteurized process, swiss",334,25,25,2
Turkey or chicken sausage,235,18,15,2
"Cheese, processed, with vegetables",375,31,22,2
"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",16,1,0,2
"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",12,0,2,2
"Coffee, espresso, decaffeinated",9,0,0,2
"Cucumber pickles, sour",11,0,0,2
"Beef, baby food, NS as to strained or junior",81,3,12,2
"Coffee, espresso",9,0,0,2
"Cabbage, napa, cooked",12,0,1,2
"Turkey or chicken breast, prepackaged or deli, luncheon meat",100,2,16,2
"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",12,0,2,2
"Alcoholic beverage, beer, light",29,0,0,2
Turkey or chicken and beef sausage,245,18,17,2
"Cabbage, chinese (pak-choi), raw",13,0,2,2
"Bamboo shoots, cooked, boiled, drained, without salt",12,0,2,2
"Bamboo shoots, cooked, boiled, drained, with salt",11,0,2,2
Seaweed soup,35,1,4,2
"Cheese, Cheddar, reduced sodium",398,33,24,2
"Taro shoots, raw",11,0,1,2
"Goose egg, cooked",209,15,16,2
"Beverages, Tropical Punch, ready-to-drink",10,0,0,2
Hollandaise sauce,504,54,5,2
"Beef, baby food, strained",81,3,12,2
"Pork bacon, smoked or cured, cooked",468,35,34,2
Irish Coffee,88,2,0,2
"Pork bacon, NS as to fresh, smoked or cured, cooked",468,35,34,2
"Cheese, Colby Jack",384,31,24,2
"Corned beef with tomato sauce and onion, Puerto Rican style (mixture)",199,12,19,2
"Gelatin dessert, dietetic, with cream cheese, sweetened with low calorie sweetener",51,5,1,2
"Cheese, Mozzarella, whole milk",300,22,22,2
"Cheese, Provolone",351,27,26,2
"Beef, baby food, junior",81,3,12,2
"Gelatin dessert, dietetic, sweetened with low calorie sweetener",4,0,0,2
"Gelatin salad, dietetic, with vegetables, sweetened with low calorie sweetener",8,0,0,2
"Cheese, Gouda or Edam",357,28,25,2
"Cheese, Fontina",389,31,26,2
"Snacks, pork skins, barbecue-flavor",538,32,58,2
"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",62,2,8,2
"Ham, luncheon meat, chopped, minced, pressed, spiced, not canned",227,17,16,2
"Asparagus, canned, no salt added, solids and liquids",15,0,2,2
Beef with tomato-based sauce (mixture),149,6,22,2
"Fast Foods, Fried Chicken, Wing, meat only, skin and breading removed",215,10,29,2
"New Zealand spinach, cooked, boiled, drained, without salt",12,0,1,2
"New Zealand spinach, raw",14,0,2,2
"New zealand spinach, cooked, boiled, drained, with salt",12,0,1,2
"Asparagus, canned, drained solids",19,1,2,2
"Fast foods, egg, scrambled",212,16,14,2
"Stewed chicken with tomato-based sauce, Mexican style (mixture) (Pollo guisado con tomate)",121,6,14,2
"Crab soup, NS as to tomato-base or cream style",51,3,5,2
"Crab soup, cream of, prepared with milk",51,3,5,2
"Tofu, raw, regular, prepared with calcium sulfate",76,5,8,2
"Asparagus, canned, regular pack, solids and liquids",15,0,2,2
"Cheese, American, reduced sodium",376,31,22,2
"Seaweed, spirulina, raw",26,0,6,2
Gin fizz,66,0,0,2
Wine spritzer,49,0,0,2
"Cheese, Blue or Roquefort",353,29,21,2
Bacon and tomato dressing,326,35,2,2
"Asparagus, cooked, NS as to form, fat not added in cooking",18,0,3,2
"Asparagus, cooked, NS as to form, fat added in cooking, NS as to type of fat",34,2,3,2
"Asparagus, cooked, NS as to form, NS as to fat added in cooking",34,2,3,2
"Asparagus, cooked, NS as to form, made with butter",36,2,3,2
Cheese fondue,276,21,19,2
Beef with (mushroom) soup (mixture),163,8,22,2
"Asparagus, cooked, NS as to form, made with margarine",31,2,3,2
"Canadian bacon, cooked",146,3,28,2
"Canadian bacon, cooked, pan-fried",146,3,28,2
"Bacon, NS as to type of meat, cooked",468,35,34,2
"Egg, yolk, raw, frozen, salted, pasteurized",275,23,14,2
"Beef, chopped, cured, smoked",133,4,20,2
"Pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil",119,4,19,2
"Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil",125,5,19,2
Beef with gravy (mixture),156,7,22,2
"Beef, dried, chipped, cooked in fat",229,12,28,2
"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",117,4,18,2
"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted",126,5,18,2
"Cheese, dry white, queso seco",326,24,25,2
Fish timbale or mousse,148,11,10,2
"Cheese, gouda",356,27,25,2
"Pork, cured, ham, boneless, extra lean and regular, unheated",162,8,18,2
"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",118,4,18,2
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",110,4,17,2
"Salmon soup, cream style",59,3,5,2
HOUSE FOODS Premium Soft Tofu,59,3,6,2
"Cheese, goat, hard type",452,36,31,2
"Cheese, fontina",389,31,26,2
HORMEL Canadian Style Bacon,122,5,17,2
"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",145,6,21,2
Lamb or mutton with gravy (mixture),219,15,17,2
"Mustard cabbage, cooked, fat not added in cooking",12,0,2,2
"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",9,0,0,2
"Cheese, blue",353,29,21,2
"Shrimp garden salad (shrimp, lettuce, eggs, vegetables excluding tomato and carrots), no dressing",64,2,9,2
"Mustard Cabbage, cooked, NS as to fat added in cooking",29,2,2,2
"Mustard Cabbage, cooked, fat added in cooking",29,2,2,2
"Beverages, coffee, brewed, espresso, restaurant-prepared",9,0,0,2
"Gatorade G2 sports drink, low calorie",8,0,0,2
"Pork roll, cured, fried",347,32,12,2
"Ham, deviled or potted",334,30,12,2
Pork sausage rice links,407,38,14,2
"KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breading removed",216,10,29,2
Ham or pork with tomato-based sauce (mixture),153,7,20,2
"Sausage, beef, cured, cooked, smoked",312,27,14,2
"Pork, cracklings, cooked",468,35,34,2
"Ham loaf, luncheon meat",334,30,12,2
"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil",166,9,21,2
"Pork, cured, bacon, pre-sliced, cooked, pan-fried",468,35,34,2
"Sausage, Italian, pork, mild, cooked, pan-fried",322,26,18,2
Ham or pork with gravy (mixture),160,7,20,2
Shrimp scampi,195,12,20,2
"Pork with vegetable (excluding carrots, broccoli and/or dark-green leafy) soup, Asian Style",54,2,6,2
"Beverages, PEPSICO QUAKER, Gatorade G2, low calorie",8,0,0,2
"Cheese, cheddar, sharp, sliced",410,34,24,2
Ham or pork with (mushroom) soup (mixture),166,8,21,2
"Lettuce, Boston, raw",13,0,1,2
"Lettuce, butterhead (includes boston and bibb types), raw",13,0,1,2
"Egg substitute, omelet, scrambled, or fried, with cheese, fat not added in cooking",115,6,13,2
"Egg substitute, omelet, scrambled, or fried, with meat, NS as to fat added in cooking",192,13,15,2
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat added in cooking",215,17,14,2
"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added in cooking",215,17,14,2
Venison/deer with gravy (mixture),147,4,25,2
"Egg, whole, baked, fat added in cooking",168,13,11,2
"Egg substitute, omelet, scrambled, or fried, with cheese, NS as to fat added in cooking",163,12,13,2
"Egg, whole, baked, fat not added in cooking",134,9,11,2
Venison/deer with tomato-based sauce (mixture),140,3,26,2
"Egg, whole, baked, NS as to fat added in cooking",168,13,11,2
"Egg substitute, omelet, scrambled, or fried, with cheese, fat added in cooking",163,12,13,2
"Egg substitute, omelet, scrambled, or fried, with meat, fat added in cooking",192,13,15,2
Chorizo,455,38,24,2
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat added in cooking",226,17,14,2
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added in cooking",226,17,14,2
"Egg omelet or scrambled egg, with cheese, made with oil",211,17,13,2
"Muscle Milk, light, ready-to-drink",38,1,5,2
"Egg omelet or scrambled egg, with cheese, made without fat",175,12,13,2
"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat not added in cooking",199,14,15,2
"Egg substitute, vegetable flavored, omelet, scrambled, or fried, NS as to fat added in cooking",114,7,11,2
"Asparagus, cooked, from canned, made with oil",35,2,2,2
"Soymilk (all flavors), unsweetened, with added calcium, vitamins A and D",33,2,3,2
"Stuffed pork roast, Puerto Rican style",159,8,19,2
"Veal, baby food, strained",81,2,13,2
"Muscle Milk, ready-to-drink",49,2,6,2
Lobster bisque,52,3,5,2
"Beef broth, with tomato, home recipe",49,4,1,2
"Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm",115,6,13,2
"Puerto Rican style beef stew, meat with gravy (potatoes reported separately)",232,17,17,2
"Vitasoy USA Azumaya, Extra Firm Tofu",88,5,10,2
"Vitasoy USA Azumaya, Firm Tofu",80,4,9,2
"Egg omelet or scrambled egg, with meat, made with animal fat or meat drippings",222,17,15,2
"Egg omelet or scrambled egg, with meat, made with margarine",219,16,15,2
"Pork, fresh, variety meats and by-products, liver, raw",134,4,21,2
"Vitasoy USA Organic Nasoya, Tofu Plus Firm",74,3,9,2
"Egg omelet or scrambled egg, with meat, made with butter",219,16,15,2
"Egg omelet or scrambled egg, with meat, made with cooking spray",200,14,15,2
"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",92,5,10,2
"Egg substitute, omelet, scrambled, or fried, made with oil",114,7,11,2
"Alfalfa seeds, sprouted, raw",23,1,4,2
"Veal, variety meats and by-products, tongue, raw",131,5,17,2
"Lettuce, wilted, with bacon dressing",81,7,3,2
"Lettuce, manoa",13,0,1,2
"Lettuce, red leaf, raw",13,0,1,2
"Alfalfa sprouts, raw",23,1,4,2
"Fish, roe, mixed species, cooked, dry heat",204,8,29,2
"Meat with gravy, NS as to type of meat (mixture)",156,7,22,2
"Beer, light",29,0,0,2
"Egg substitute, omelet, scrambled, or fried, made without fat",54,0,11,2
"Fish, roe, mixed species, raw",143,6,22,2
"Veal, ground, cooked, pan-fried",215,12,26,2
Meat with tomato-based sauce (mixture),149,6,22,2
"Egg omelet or scrambled egg, with cheese and meat, made with oil",244,19,16,2
"Egg omelet or scrambled egg, with cheese and meat, made without fat",219,16,16,2
"Soybean soup, miso broth",32,2,2,2
"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray",221,16,16,2
"Egg omelet or scrambled egg, with cheese and meat, made with margarine",239,18,16,2
"Egg omelet or scrambled egg, made with animal fat or meat drippings",175,13,11,2
"Egg white, omelet, scrambled, or fried, with cheese and meat, fat added in cooking",219,16,17,2
"Asparagus, cooked, from canned, made with butter",32,2,2,2
"Egg white, omelet, scrambled, or fried, with cheese and meat, fat not added in cooking",190,12,17,2
Veal scallopini,240,18,18,2
"Mollusks, conch, baked or broiled",130,1,26,2
"Asparagus, cooked, from canned, fat not added in cooking",19,1,2,2
Mojito,61,0,0,2
"Egg omelet or scrambled egg, with cheese and meat, made with butter",239,18,16,2
"Egg omelet or scrambled egg, made with butter",172,13,11,2
"Egg omelet or scrambled egg, made without fat",137,9,12,2
"Mollusks, octopus, common, raw",82,1,15,2
"Egg omelet or scrambled egg, made with oil",180,14,11,2
"Egg omelet or scrambled egg, made with margarine",172,13,11,2
"Egg omelet or scrambled egg, made with cooking spray",140,9,12,2
"Vanilla extract, imitation, alcohol",237,0,0,2
"Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings",241,18,16,2
"Frankfurter or hot dog, cheese-filled",342,30,15,2
"Mollusks, cuttlefish, mixed species, cooked, moist heat",158,1,32,2
"Fluid replacement, electrolyte solution",10,0,0,2
"Asparagus, cooked, from canned, fat added in cooking, NS as to type of fat",31,2,2,2
"Asparagus, cooked, from canned, NS as to fat added in cooking",31,2,2,2
"Egg white, omelet, scrambled, or fried, with meat, fat not added in cooking",161,9,16,2
"Lamb, variety meats and by-products, heart, cooked, braised",185,8,25,2
"Egg omelet or scrambled egg, with cheese, made with cooking spray",178,12,13,2
"Egg white, omelet, scrambled, or fried, with meat and vegetables, fat not added in cooking",118,6,13,2
"Egg white, omelet, scrambled, or fried, with meat, NS as to fat added in cooking",195,14,16,2
"Egg white, omelet, scrambled, or fried, with meat, fat added in cooking",195,14,16,2
"Egg substitute, vegetable flavored, omelet, scrambled, or fried, fat added in cooking",114,7,11,2
"Lamb, variety meats and by-products, liver, raw",139,5,20,2
"Egg omelet or scrambled egg, with cheese, made with margarine",204,16,13,2
"Asparagus, cooked, NS as to form, made with oil",39,3,3,2
"Bean sprouts, cooked, from canned, fat not added in cooking",12,0,1,2
"Bean sprouts, cooked, from canned, fat added in cooking",42,4,1,2
"Bean sprouts, cooked, from canned, NS as to fat added in cooking",42,4,1,2
"Sports drink, low calorie",8,0,0,2
Veal with gravy (mixture),161,5,25,2
"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings",207,16,13,2
"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables, NS as to fat added in cooking",201,15,14,2
"Asparagus, cooked, from canned, made with margarine",29,2,2,2
"Egg substitute, vegetable flavored, omelet, scrambled, or fried, fat not added in cooking",54,0,11,2
"Egg omelet or scrambled egg, from fast food / restaurant",212,16,14,2
"Chicken, wing, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten",215,10,29,2
"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables, fat not added in cooking",151,9,14,2
"Egg white, omelet, scrambled, or fried, with meat and vegetables, NS as to fat added in cooking",175,13,12,2
"Egg white, omelet, scrambled, or fried, with meat and vegetables, fat added in cooking",175,13,12,2
"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables, fat added in cooking",201,15,14,2
Alfredo sauce,447,46,8,2
"Egg omelet or scrambled egg, with cheese, made with butter",204,16,13,2
"Vitasoy USA, Organic Nasoya Firm Tofu",84,4,9,2
